Nome do cliente,Nome do item,Descricao,condicao,id do produto,escolha de doacao,aprovacao,pontos,justificacao,Creditos,Data da Transacao
Michelle,Camisa,Vestuario,horrivel,LPc7 - 000,0,Reprovado,28,0,783,2023-04-21
Alison,Caneta,Utensilio,usado,fiV6 - 901,0,Aprovado,1,0,783,2023-02-28
Daniel,Camisa,Vestuario,novo,dPQ8 - 477,0,Reprovado,87,0,634,2023-06-11
Brian,Camisa,Vestuario,horrivel,Xhv8 - 469,0,Aprovado,96,1,501,2023-08-21
Katie,Livro,Livro,bom estado,YjP3 - 891,1,Aprovado,25,1,921,2023-04-09
Brian,Camisa,Vestuario,horrivel,POS8 - 292,0,Aprovado,98,0,552,2023-03-29
George,Relogio,Acessorio,horrivel,CsG0 - 620,1,Aprovado,9,0,638,2023-10-24
Christina,Relogio,Acessorio,novo,Iel5 - 001,1,Reprovado,61,1,543,2023-06-02
Daniel,Caneca,Utensilio,saudavel,AaW2 - 149,1,Aprovado,65,1,789,2023-08-08
Courtney,Camisa,Vestuario,horrivel,IDY5 - 064,0,Reprovado,73,0,857,2023-03-31
Virginia,Livro,Livro,saudavel,Rhc6 - 920,0,Reprovado,19,0,812,2023-10-25
Sarah,Caneta,Utensilio,usado,afN1 - 458,0,Reprovado,9,0,692,2023-02-24
Daniel,Camisa,Vestuario,saudavel,nXj0 - 765,1,Reprovado,92,0,909,2023-02-20
Sarah,Mochila,Vestuario,bom estado,wdv6 - 308,0,Reprovado,15,0,833,2023-08-21
Erika,Garrafa,Utensilio,horrivel,PXr8 - 591,0,Aprovado,0,0,909,2023-04-09
Courtney,Caneca,Utensilio,saudavel,Uul9 - 113,0,Aprovado,86,1,789,2023-06-02
Zachary,Laptop,Eletronico,saudavel,VAu5 - 111,0,Reprovado,34,0,652,2023-08-08
Joe,Laptop,Eletronico,saudavel,kna9 - 372,1,Reprovado,36,0,988,2023-07-01
Courtney,Telefone,Eletronico,horrivel,Rew8 - 374,0,Reprovado,5,1,501,2023-06-02
Heather,Chaveiro,Acessorio,bom estado,GLh5 - 113,1,Aprovado,58,1,543,2023-06-02
George,Garrafa,Utensilio,horrivel,gsB1 - 597,1,Aprovado,83,1,789,2023-05-15
Scott,Caneca,Utensilio,novo,GRd5 - 125,0,Aprovado,52,1,618,2023-08-21
Heather,Garrafa,Utensilio,saudavel,CfS8 - 265,0,Reprovado,65,1,638,2023-07-01
Shane,Livro,Livro,saudavel,scK1 - 688,0,Aprovado,80,1,921,2023-04-18
Sarah,Camisa,Vestuario,bom estado,rzK9 - 278,0,Aprovado,49,1,552,2023-08-21
Jason,Garrafa,Utensilio,novo,kHW5 - 054,0,Reprovado,95,1,833,2023-10-24
Kristin,Relogio,Acessorio,usado,cYv2 - 392,1,Reprovado,65,0,652,2023-11-08
Sarah,Livro,Livro,saudavel,foi9 - 596,1,Reprovado,12,0,909,2023-02-20
Joe,Mochila,Vestuario,bom estado,vBC2 - 542,1,Aprovado,100,0,652,2023-06-03
Scott,Garrafa,Utensilio,horrivel,QzX2 - 377,0,Aprovado,45,1,857,2023-02-24
Shane,Relogio,Acessorio,saudavel,fOk3 - 244,1,Reprovado,17,0,812,2023-03-31
Heather,Caneca,Utensilio,horrivel,oCx5 - 744,1,Aprovado,10,1,692,2023-11-08
Jason,Livro,Livro,saudavel,ntK7 - 010,0,Reprovado,10,1,859,2023-05-15
Sarah,Camisa,Vestuario,saudavel,SRY7 - 177,0,Reprovado,38,0,812,2023-05-27
Russell,Mochila,Vestuario,usado,qrI1 - 510,0,Reprovado,12,0,638,2023-06-02
Katie,Caneta,Utensilio,bom estado,fNw3 - 749,0,Aprovado,36,0,543,2023-02-25
Heather,Mochila,Vestuario,novo,yIU4 - 325,1,Reprovado,5,0,859,2023-06-03
Virginia,Telefone,Eletronico,novo,wey7 - 610,1,Reprovado,26,1,859,2023-10-25
Katie,Relogio,Acessorio,saudavel,icM9 - 221,0,Reprovado,57,0,909,2023-07-01
Russell,Garrafa,Utensilio,horrivel,wKJ4 - 279,1,Aprovado,94,0,552,2023-05-27
Joe,Laptop,Eletronico,horrivel,KzF9 - 854,0,Aprovado,69,1,763,2023-10-24
Jason,Laptop,Eletronico,novo,BdQ0 - 503,1,Reprovado,79,0,909,2023-10-25
Alexander,Camisa,Vestuario,saudavel,hTC4 - 301,1,Reprovado,70,1,909,2023-05-27
Jason,Camisa,Vestuario,novo,mME3 - 178,0,Aprovado,20,0,921,2023-02-25
Christina,Livro,Livro,bom estado,LTG5 - 760,0,Aprovado,58,1,618,2023-03-31
Virginia,Laptop,Eletronico,horrivel,acf7 - 442,0,Reprovado,68,1,552,2023-04-18
Sarah,Caneta,Utensilio,bom estado,ieZ1 - 400,0,Aprovado,95,0,543,2023-06-03
Jason,Caneta,Utensilio,bom estado,rpb8 - 538,0,Aprovado,54,1,552,2023-02-25
Courtney,Relogio,Acessorio,usado,epN3 - 128,0,Aprovado,14,0,859,2023-05-15
Sherri,Laptop,Eletronico,usado,AKc7 - 136,0,Reprovado,84,0,812,2023-06-02
Erika,Caneca,Utensilio,novo,aVG3 - 239,1,Reprovado,93,0,552,2023-02-24
Katie,Relogio,Acessorio,bom estado,ifF6 - 961,1,Reprovado,57,1,857,2023-11-08
Shane,Laptop,Eletronico,horrivel,fFF7 - 605,0,Reprovado,19,1,857,2023-02-24
Brian,Caneca,Utensilio,bom estado,oSX7 - 128,0,Reprovado,65,0,909,2023-08-21
Shane,Laptop,Eletronico,horrivel,PxF6 - 908,0,Reprovado,29,1,543,2023-06-02
Joe,Garrafa,Utensilio,usado,ZVd8 - 865,1,Aprovado,81,1,692,2023-10-24
Heather,Caneta,Utensilio,bom estado,keq5 - 926,0,Aprovado,58,1,692,2023-08-08
Alexander,Livro,Livro,novo,IIS3 - 095,0,Reprovado,36,1,789,2023-06-02
Heather,Laptop,Eletronico,bom estado,GEm1 - 784,1,Aprovado,72,0,501,2023-08-08
Courtney,Garrafa,Utensilio,bom estado,LpL4 - 758,1,Reprovado,21,1,988,2023-03-29
Jason,Garrafa,Utensilio,saudavel,GdW5 - 941,1,Reprovado,97,0,812,2023-05-27
Heather,Relogio,Acessorio,saudavel,cjv5 - 054,1,Reprovado,92,0,552,2023-10-25
Alexander,Mochila,Vestuario,horrivel,tyZ0 - 461,0,Reprovado,65,0,909,2023-10-24
Heather,Camisa,Vestuario,saudavel,hmx5 - 062,0,Aprovado,17,1,501,2023-08-21
Katie,Laptop,Eletronico,horrivel,Jjs5 - 011,0,Reprovado,96,1,833,2023-03-31
Russell,Caneca,Utensilio,novo,uKS2 - 555,0,Aprovado,22,0,638,2023-04-09
Zachary,Garrafa,Utensilio,saudavel,fqH6 - 708,0,Reprovado,49,0,833,2023-07-01
Katie,Laptop,Eletronico,saudavel,mff3 - 911,1,Reprovado,31,0,501,2023-06-03
Joe,Mochila,Vestuario,usado,pCn3 - 395,0,Reprovado,29,1,833,2023-04-18
Katie,Caneta,Utensilio,bom estado,tLh9 - 157,1,Reprovado,15,1,833,2023-06-03
Christina,Telefone,Eletronico,horrivel,XUg9 - 110,0,Aprovado,47,0,859,2023-07-01
Russell,Mochila,Vestuario,saudavel,esk0 - 707,0,Reprovado,27,0,857,2023-05-01
Courtney,Caneca,Utensilio,horrivel,Bnp5 - 229,1,Reprovado,92,1,652,2023-08-08
Joe,Mochila,Vestuario,usado,qIS2 - 839,0,Aprovado,60,1,618,2023-03-29
Courtney,Laptop,Eletronico,horrivel,Owg5 - 910,1,Reprovado,19,1,759,2023-08-21
Brian,Camisa,Vestuario,horrivel,PDa5 - 878,1,Reprovado,29,1,909,2023-08-21
George,Caneca,Utensilio,horrivel,SlP6 - 309,0,Aprovado,21,0,812,2023-03-31
Daniel,Mochila,Vestuario,usado,aDm8 - 791,0,Aprovado,66,1,763,2023-10-24
Scott,Telefone,Eletronico,horrivel,MuS5 - 438,0,Aprovado,41,0,638,2023-03-29
Sherri,Caneca,Utensilio,horrivel,UEU6 - 493,1,Aprovado,97,1,652,2023-05-27
Sherri,Telefone,Eletronico,bom estado,TOt8 - 231,0,Aprovado,2,0,501,2023-04-18
Alexander,Telefone,Eletronico,usado,Thd4 - 069,1,Reprovado,72,1,833,2023-11-08
Alexander,Livro,Livro,bom estado,bfV7 - 234,0,Aprovado,12,1,638,2023-02-20
Daniel,Telefone,Eletronico,bom estado,cBE4 - 473,1,Reprovado,72,0,834,2023-11-08
Daniel,Caneca,Utensilio,usado,tBI1 - 239,1,Aprovado,41,0,730,2023-02-24
Erika,Camisa,Vestuario,bom estado,fid1 - 781,0,Reprovado,83,0,652,2023-05-01
Zachary,Telefone,Eletronico,novo,MHa3 - 371,0,Reprovado,12,0,652,2023-08-21
Joe,Caneta,Utensilio,usado,mho2 - 475,1,Aprovado,50,1,652,2023-08-08
Zachary,Telefone,Eletronico,horrivel,wsk0 - 400,1,Reprovado,38,1,501,2023-04-09
Joe,Livro,Livro,novo,APw3 - 538,0,Aprovado,24,0,501,2023-03-31
Brian,Caneta,Utensilio,horrivel,egF9 - 109,1,Aprovado,55,1,638,2023-05-27
Courtney,Camisa,Vestuario,saudavel,gVg6 - 932,0,Reprovado,51,0,638,2023-08-08
Alexander,Relogio,Acessorio,novo,UUc4 - 485,1,Aprovado,30,0,552,2023-05-27
Sherri,Laptop,Eletronico,novo,zqQ0 - 845,1,Reprovado,21,1,552,2023-04-09
Russell,Mochila,Vestuario,usado,fRO9 - 302,0,Aprovado,43,0,763,2023-03-29
Scott,Caneca,Utensilio,usado,oAe6 - 062,0,Aprovado,76,1,921,2023-02-24
Katie,Chaveiro,Acessorio,bom estado,Tup5 - 350,0,Aprovado,46,1,692,2023-06-03
Russell,Garrafa,Utensilio,bom estado,aaC9 - 217,0,Aprovado,83,0,812,2023-11-08
Sherri,Mochila,Vestuario,usado,ckn0 - 842,0,Aprovado,34,0,988,2023-02-24
Virginia,Chaveiro,Acessorio,bom estado,Iyx6 - 715,0,Aprovado,4,0,812,2023-03-31
Courtney,Mochila,Vestuario,saudavel,qli1 - 264,1,Reprovado,86,0,552,2023-06-03
Sarah,Chaveiro,Acessorio,novo,wXw7 - 015,0,Aprovado,31,0,501,2023-04-09
Zachary,Laptop,Eletronico,horrivel,fkZ7 - 241,0,Reprovado,63,0,909,2023-04-09
Russell,Laptop,Eletronico,usado,uWL7 - 636,1,Aprovado,66,0,501,2023-06-02
Scott,Livro,Livro,saudavel,esa0 - 415,0,Reprovado,94,0,652,2023-03-29
Erika,Telefone,Eletronico,bom estado,JKK2 - 033,0,Reprovado,84,0,543,2023-03-31
Brian,Telefone,Eletronico,bom estado,PPq7 - 775,1,Reprovado,30,0,857,2023-08-21
Courtney,Chaveiro,Acessorio,horrivel,DcJ0 - 977,1,Aprovado,11,0,638,2023-06-02
Brian,Livro,Livro,novo,Zmo0 - 207,0,Reprovado,10,0,692,2023-05-15
George,Chaveiro,Acessorio,usado,Afb5 - 120,0,Reprovado,74,0,833,2023-08-08
Russell,Caneta,Utensilio,horrivel,tFE9 - 839,0,Aprovado,50,1,618,2023-08-08
Zachary,Caneta,Utensilio,usado,Daj5 - 000,0,Reprovado,12,0,833,2023-05-15
Shane,Garrafa,Utensilio,saudavel,KAu3 - 982,0,Aprovado,34,0,834,2023-04-18
Alexander,Chaveiro,Acessorio,novo,oSD8 - 503,1,Reprovado,69,0,730,2023-04-18
Alexander,Telefone,Eletronico,saudavel,SGN5 - 410,0,Reprovado,23,1,909,2023-07-01
Kristin,Chaveiro,Acessorio,saudavel,fgh3 - 053,0,Aprovado,82,0,759,2023-08-08
Zachary,Chaveiro,Acessorio,novo,Cfe7 - 484,0,Aprovado,16,0,833,2023-05-15
Kristin,Telefone,Eletronico,horrivel,vJe2 - 923,0,Aprovado,12,0,759,2023-02-24
Courtney,Mochila,Vestuario,bom estado,vRY1 - 076,0,Aprovado,82,1,552,2023-04-18
Shane,Chaveiro,Acessorio,usado,okZ9 - 371,1,Aprovado,22,0,552,2023-07-01
Daniel,Caneca,Utensilio,usado,QoD9 - 209,0,Reprovado,60,1,543,2023-08-08
Kristin,Chaveiro,Acessorio,usado,BeB7 - 013,0,Reprovado,17,1,652,2023-07-01
Scott,Relogio,Acessorio,saudavel,VIk1 - 312,0,Aprovado,13,1,833,2023-06-02
Daniel,Garrafa,Utensilio,saudavel,vKN2 - 054,1,Reprovado,20,0,857,2023-05-15
Katie,Laptop,Eletronico,bom estado,JgQ0 - 255,0,Aprovado,3,0,857,2023-03-31
Sarah,Livro,Livro,novo,vLe3 - 095,0,Reprovado,41,0,501,2023-05-27
Russell,Caneca,Utensilio,novo,kxU7 - 308,0,Reprovado,90,0,833,2023-05-01
Sarah,Caneta,Utensilio,usado,niX2 - 096,1,Reprovado,47,1,759,2023-03-29
Kristin,Chaveiro,Acessorio,saudavel,kci1 - 798,1,Reprovado,97,1,859,2023-04-09
Jason,Mochila,Vestuario,bom estado,ahW1 - 844,1,Aprovado,40,1,618,2023-10-25
Alexander,Caneca,Utensilio,horrivel,EOR9 - 638,1,Reprovado,21,1,692,2023-06-02
Katie,Livro,Livro,bom estado,WNV8 - 890,1,Aprovado,70,1,857,2023-02-24
Sarah,Garrafa,Utensilio,bom estado,xCM4 - 536,1,Reprovado,23,0,921,2023-05-15
Sarah,Chaveiro,Acessorio,horrivel,qmC4 - 891,0,Aprovado,54,1,909,2023-10-25
Sarah,Camisa,Vestuario,saudavel,zKS5 - 236,1,Reprovado,15,1,812,2023-06-02
Russell,Caneta,Utensilio,saudavel,ZGi7 - 966,0,Reprovado,13,1,552,2023-04-18
Christina,Relogio,Acessorio,usado,MCf4 - 955,1,Aprovado,62,0,638,2023-08-21
Shane,Relogio,Acessorio,novo,VoR7 - 119,0,Aprovado,48,0,501,2023-02-25
Erika,Caneta,Utensilio,bom estado,pVw3 - 489,1,Aprovado,48,0,789,2023-06-02
Sarah,Chaveiro,Acessorio,bom estado,bTn9 - 694,0,Reprovado,28,1,834,2023-07-01
Heather,Livro,Livro,saudavel,Ism1 - 901,0,Aprovado,83,1,618,2023-05-15
Courtney,Livro,Livro,novo,zmq0 - 412,0,Aprovado,3,1,812,2023-04-18
Jason,Livro,Livro,usado,bGe3 - 472,1,Reprovado,83,0,834,2023-05-15
Zachary,Telefone,Eletronico,saudavel,NkR5 - 624,0,Aprovado,96,0,692,2023-05-01
Shane,Telefone,Eletronico,bom estado,WQT6 - 877,0,Reprovado,35,0,909,2023-08-08
Christina,Caneta,Utensilio,novo,Auk6 - 796,1,Reprovado,53,0,859,2023-08-08
Russell,Relogio,Acessorio,usado,JOG3 - 020,1,Aprovado,31,0,909,2023-08-08
Sherri,Chaveiro,Acessorio,bom estado,NLa8 - 260,1,Reprovado,27,0,543,2023-03-29
Virginia,Camisa,Vestuario,horrivel,ZWf1 - 799,0,Aprovado,37,0,763,2023-10-24
Heather,Chaveiro,Acessorio,saudavel,BLp3 - 067,1,Reprovado,42,0,859,2023-07-01
Christina,Laptop,Eletronico,novo,IsN5 - 156,1,Aprovado,75,1,652,2023-06-03
Russell,Caneta,Utensilio,bom estado,Bqz6 - 652,1,Aprovado,65,1,859,2023-05-27
Heather,Laptop,Eletronico,bom estado,Gak0 - 572,0,Reprovado,35,0,692,2023-07-01
Virginia,Caneca,Utensilio,usado,egH2 - 444,0,Reprovado,21,1,921,2023-10-24
George,Relogio,Acessorio,saudavel,ful7 - 862,0,Reprovado,20,0,857,2023-06-03
Sherri,Telefone,Eletronico,horrivel,JtR0 - 577,0,Reprovado,3,1,692,2023-07-01
Alexander,Caneca,Utensilio,bom estado,itX7 - 164,1,Aprovado,28,0,618,2023-05-01
Erika,Caneca,Utensilio,novo,Rsw2 - 764,0,Aprovado,61,1,618,2023-08-08
Sarah,Livro,Livro,usado,Xea1 - 624,0,Reprovado,100,1,763,2023-06-03
Heather,Laptop,Eletronico,usado,xib2 - 135,1,Reprovado,100,0,921,2023-06-03
Joe,Relogio,Acessorio,saudavel,CoC5 - 890,0,Reprovado,55,0,909,2023-06-03
Brian,Relogio,Acessorio,novo,fjg0 - 380,0,Aprovado,60,1,833,2023-08-21
Kristin,Garrafa,Utensilio,bom estado,meY3 - 034,1,Aprovado,55,1,618,2023-05-27
Russell,Garrafa,Utensilio,bom estado,ees1 - 613,1,Aprovado,28,1,638,2023-06-03
Shane,Livro,Livro,horrivel,SxY4 - 258,0,Aprovado,90,1,652,2023-02-25
Daniel,Camisa,Vestuario,saudavel,KYx0 - 201,1,Aprovado,55,0,833,2023-10-25
Katie,Mochila,Vestuario,horrivel,pbe0 - 745,1,Reprovado,86,0,833,2023-03-31
Alexander,Livro,Livro,horrivel,bWI8 - 727,1,Aprovado,31,1,909,2023-10-25
Sarah,Laptop,Eletronico,horrivel,kSg9 - 159,0,Aprovado,46,1,859,2023-08-08
Russell,Camisa,Vestuario,usado,QvF9 - 933,1,Aprovado,85,0,909,2023-08-08
Brian,Caneca,Utensilio,usado,cQS9 - 396,0,Aprovado,56,1,921,2023-02-20
Zachary,Garrafa,Utensilio,novo,myA6 - 784,0,Aprovado,41,0,988,2023-05-27
Daniel,Relogio,Acessorio,novo,fHa1 - 570,0,Reprovado,49,1,638,2023-04-09
Kristin,Caneta,Utensilio,saudavel,ZQs7 - 890,0,Reprovado,94,0,543,2023-08-08
Christina,Mochila,Vestuario,usado,Nrm6 - 678,0,Reprovado,80,0,652,2023-08-08
Kristin,Mochila,Vestuario,usado,Ztx4 - 433,0,Reprovado,44,1,763,2023-03-29
Courtney,Relogio,Acessorio,novo,jWB9 - 026,1,Aprovado,34,1,909,2023-03-31
Heather,Laptop,Eletronico,horrivel,ASF2 - 339,0,Reprovado,94,0,759,2023-02-24
Katie,Telefone,Eletronico,horrivel,Ydn6 - 538,1,Reprovado,76,0,501,2023-02-24
Erika,Caneca,Utensilio,horrivel,qpE5 - 278,1,Reprovado,42,1,833,2023-08-21
Russell,Chaveiro,Acessorio,saudavel,RoV4 - 888,1,Reprovado,63,0,692,2023-11-08
Heather,Telefone,Eletronico,novo,Klj0 - 817,1,Aprovado,50,0,988,2023-08-21
Sarah,Mochila,Vestuario,horrivel,ACb1 - 109,0,Reprovado,39,1,543,2023-08-08
Joe,Caneta,Utensilio,usado,Ltm4 - 153,0,Aprovado,16,1,833,2023-07-01
George,Telefone,Eletronico,bom estado,VfZ3 - 939,0,Reprovado,49,0,692,2023-05-27
Joe,Chaveiro,Acessorio,horrivel,Lan3 - 062,1,Reprovado,19,0,763,2023-02-25
Christina,Chaveiro,Acessorio,novo,LeB8 - 677,1,Reprovado,61,1,857,2023-02-25
George,Livro,Livro,saudavel,MGN8 - 796,1,Reprovado,94,0,909,2023-05-01
Virginia,Relogio,Acessorio,bom estado,EjI7 - 067,1,Aprovado,81,1,730,2023-06-02
Brian,Camisa,Vestuario,saudavel,OGv1 - 855,0,Aprovado,28,1,833,2023-04-09
Heather,Livro,Livro,usado,Zvi4 - 485,0,Aprovado,59,1,812,2023-11-08
Heather,Livro,Livro,horrivel,FyR9 - 773,1,Aprovado,34,1,543,2023-08-08
Erika,Mochila,Vestuario,usado,Wkw5 - 774,0,Reprovado,94,0,859,2023-04-09
Alexander,Relogio,Acessorio,novo,njt8 - 863,1,Reprovado,76,1,857,2023-10-24
Sherri,Chaveiro,Acessorio,bom estado,phX2 - 634,1,Aprovado,88,1,543,2023-10-24
Alexander,Caneca,Utensilio,horrivel,Mci2 - 785,0,Aprovado,1,1,921,2023-02-24
Daniel,Caneca,Utensilio,saudavel,WXB8 - 024,0,Reprovado,92,1,833,2023-10-24
Courtney,Relogio,Acessorio,horrivel,wqs6 - 576,0,Reprovado,100,1,833,2023-05-27
Sherri,Camisa,Vestuario,usado,dMa8 - 638,1,Reprovado,84,1,859,2023-06-02
Sarah,Garrafa,Utensilio,bom estado,tGb2 - 510,1,Reprovado,20,0,730,2023-05-01
Daniel,Camisa,Vestuario,usado,bpn4 - 783,1,Reprovado,95,1,921,2023-04-09
Scott,Camisa,Vestuario,horrivel,JwR8 - 711,0,Reprovado,14,0,730,2023-02-24
Scott,Garrafa,Utensilio,horrivel,jPX6 - 081,0,Aprovado,39,0,543,2023-06-02
Sherry,Garrafa,Utensilio,saudavel,xLS3 - 742,0,Reprovado,95,0,763,2023-07-15
Christy,Caneta,Utensilio,saudavel,Klo8 - 998,1,Aprovado,45,1,572,2023-07-26
Nicholas,Chaveiro,Acessorio,usado,ilW0 - 485,0,Reprovado,55,0,778,2023-07-26
Kyle,Livro,Livro,bom estado,FAG4 - 797,0,Reprovado,19,0,574,2023-05-22
Taylor,Telefone,Eletronico,novo,IUO8 - 820,0,Reprovado,69,0,763,2023-11-13
Christian,Caneca,Utensilio,saudavel,Ilj9 - 579,1,Reprovado,52,1,591,2022-12-20
Christopher,Garrafa,Utensilio,horrivel,zyC5 - 937,1,Aprovado,5,1,572,2023-04-04
Alicia,Chaveiro,Acessorio,saudavel,HDz9 - 928,1,Aprovado,41,1,537,2023-04-04
Sherry,Chaveiro,Acessorio,horrivel,hsf0 - 164,1,Aprovado,57,0,711,2023-04-12
Taylor,Livro,Livro,usado,cBd0 - 861,0,Aprovado,72,1,854,2023-03-07
Brooke,Laptop,Eletronico,bom estado,lIr6 - 726,0,Reprovado,17,0,589,2023-09-13
Sherry,Caneca,Utensilio,usado,xvv0 - 869,0,Reprovado,79,1,749,2023-04-30
Eric,Garrafa,Utensilio,bom estado,QWm4 - 390,1,Aprovado,23,0,763,2023-11-13
Sherry,Telefone,Eletronico,usado,lFE3 - 609,1,Aprovado,93,0,510,2023-09-13
Charles,Laptop,Eletronico,novo,DgJ7 - 688,0,Aprovado,27,1,591,2023-01-16
Amy,Garrafa,Utensilio,bom estado,JFA3 - 305,1,Reprovado,86,1,829,2023-05-22
Christy,Mochila,Vestuario,bom estado,Xxt9 - 234,0,Reprovado,73,0,648,2023-09-13
Nicholas,Laptop,Eletronico,novo,rdV4 - 711,1,Reprovado,13,0,803,2023-09-13
Julia,Livro,Livro,usado,MvI8 - 066,1,Reprovado,58,1,595,2023-10-06
Julia,Laptop,Eletronico,saudavel,WaR3 - 377,1,Reprovado,75,1,589,2023-04-30
Charles,Caneca,Utensilio,saudavel,DbE8 - 258,0,Aprovado,83,0,749,2023-04-04
Taylor,Livro,Livro,horrivel,vlP9 - 267,1,Reprovado,38,0,595,2022-12-20
Amy,Garrafa,Utensilio,bom estado,TLV3 - 099,0,Reprovado,50,1,595,2023-04-21
Allison,Telefone,Eletronico,saudavel,ADF3 - 399,0,Aprovado,99,0,870,2023-04-04
Charles,Relogio,Acessorio,horrivel,LuH2 - 568,0,Reprovado,47,0,829,2023-05-06
Shannon,Garrafa,Utensilio,saudavel,Spe0 - 187,1,Reprovado,6,1,850,2023-08-23
Charles,Telefone,Eletronico,horrivel,Whi1 - 671,1,Aprovado,57,0,572,2023-04-30
Kyle,Caneca,Utensilio,novo,GNS0 - 462,0,Aprovado,23,1,648,2023-07-26
Shannon,Caneta,Utensilio,saudavel,CMI8 - 291,1,Reprovado,64,0,574,2023-11-12
Christine,Mochila,Vestuario,usado,iFA5 - 876,1,Reprovado,92,1,744,2022-12-16
Christy,Caneta,Utensilio,saudavel,DHF7 - 368,0,Reprovado,38,1,803,2023-01-16
Jason,Chaveiro,Acessorio,bom estado,nqb4 - 826,1,Aprovado,4,1,854,2023-04-21
Taylor,Caneta,Utensilio,bom estado,jzC6 - 355,1,Reprovado,61,0,589,2023-07-15
Jesus,Garrafa,Utensilio,horrivel,YWA4 - 993,1,Reprovado,46,1,803,2023-03-07
Jason,Relogio,Acessorio,usado,zre5 - 620,0,Aprovado,65,0,829,2023-03-20
Christy,Chaveiro,Acessorio,saudavel,MXD0 - 238,0,Reprovado,27,0,595,2023-11-12
Shannon,Caneta,Utensilio,saudavel,vML1 - 441,0,Reprovado,7,0,537,2023-09-13
Sherry,Caneta,Utensilio,novo,XZz0 - 617,0,Reprovado,75,0,870,2023-07-26
Brooke,Camisa,Vestuario,usado,ASb9 - 538,1,Reprovado,0,0,648,2023-04-30
Nicholas,Mochila,Vestuario,saudavel,QsY4 - 984,1,Reprovado,6,0,711,2023-11-13
Christopher,Mochila,Vestuario,usado,cmn5 - 676,0,Aprovado,9,1,870,2023-04-12
Carol,Livro,Livro,horrivel,EpU6 - 434,1,Aprovado,6,1,850,2023-10-06
Nicholas,Laptop,Eletronico,saudavel,IhW4 - 093,0,Aprovado,94,0,595,2023-03-20
Jason,Chaveiro,Acessorio,horrivel,WCH6 - 353,0,Reprovado,71,0,510,2023-03-07
Carol,Garrafa,Utensilio,bom estado,NlG5 - 716,1,Aprovado,89,1,870,2023-03-20
Julia,Mochila,Vestuario,novo,CHx1 - 794,1,Reprovado,27,1,854,2023-05-22
Amy,Laptop,Eletronico,novo,QEG7 - 419,0,Reprovado,71,1,778,2023-03-20
Julia,Chaveiro,Acessorio,saudavel,EKI0 - 880,1,Aprovado,51,1,803,2023-03-20
Taylor,Caneca,Utensilio,saudavel,tMY9 - 581,1,Aprovado,73,0,574,2023-11-13
Kevin,Relogio,Acessorio,saudavel,Nrd0 - 384,0,Aprovado,1,0,589,2023-11-12
Jason,Livro,Livro,horrivel,Ekd5 - 158,1,Reprovado,88,0,854,2023-04-30
Allison,Garrafa,Utensilio,novo,YLv2 - 925,1,Reprovado,1,0,572,2023-08-23
Sherry,Livro,Livro,novo,kAY6 - 072,1,Aprovado,39,0,510,2023-04-12
Brooke,Relogio,Acessorio,horrivel,iiZ5 - 467,1,Aprovado,30,1,850,2023-07-26
Taylor,Caneca,Utensilio,novo,YgT3 - 653,1,Aprovado,80,0,829,2023-07-26
Christopher,Telefone,Eletronico,bom estado,HLN0 - 707,0,Reprovado,86,1,586,2022-12-20
Christian,Relogio,Acessorio,horrivel,Dgm0 - 744,1,Reprovado,68,1,510,2023-01-16
Charles,Relogio,Acessorio,bom estado,vkz9 - 402,1,Reprovado,39,0,850,2023-04-30
Christian,Livro,Livro,saudavel,yDH5 - 998,0,Aprovado,2,0,749,2023-03-07
Christy,Relogio,Acessorio,horrivel,Ahr8 - 223,1,Aprovado,5,1,510,2023-03-20
Eric,Camisa,Vestuario,usado,COV2 - 813,1,Aprovado,97,0,778,2023-04-21
Jason,Laptop,Eletronico,saudavel,gib4 - 500,1,Reprovado,74,0,763,2023-10-06
Christy,Garrafa,Utensilio,usado,VGl8 - 888,0,Reprovado,27,0,510,2023-02-03
Taylor,Laptop,Eletronico,usado,fhL0 - 268,0,Aprovado,12,1,763,2023-07-15
Kyle,Chaveiro,Acessorio,saudavel,WcE3 - 848,1,Aprovado,95,0,586,2023-02-03
Eric,Livro,Livro,saudavel,gux2 - 250,0,Reprovado,35,0,586,2023-07-15
Christy,Caneta,Utensilio,horrivel,DRa5 - 387,1,Aprovado,78,1,572,2023-02-03
Charles,Caneca,Utensilio,horrivel,RBE4 - 713,0,Aprovado,72,0,595,2023-06-18
Carol,Garrafa,Utensilio,novo,szb1 - 269,0,Reprovado,19,1,595,2023-08-23
Amy,Chaveiro,Acessorio,novo,obY7 - 227,1,Aprovado,43,0,591,2023-09-13
Jason,Livro,Livro,horrivel,wfz3 - 302,0,Reprovado,2,1,537,2023-04-12
Christian,Garrafa,Utensilio,novo,CGi9 - 277,0,Aprovado,40,0,711,2023-11-13
Brooke,Relogio,Acessorio,bom estado,TKZ8 - 315,0,Aprovado,26,1,870,2023-03-20
Charles,Laptop,Eletronico,novo,TRN7 - 121,1,Reprovado,73,1,537,2022-12-16
Julia,Laptop,Eletronico,bom estado,Oin8 - 009,0,Reprovado,44,1,572,2023-02-03
Christian,Livro,Livro,usado,RUh8 - 759,0,Aprovado,25,0,537,2023-04-21
Brooke,Livro,Livro,bom estado,cfI3 - 912,0,Reprovado,93,1,510,2022-12-20
